HOUR,NS
508,1477.13
509,1508.34
510,1571.31
511,1646.35
512,1761.73
513,1771.22
514,1757.39
515,1727.96
516,1689.56
517,1681.1
518,1639.39
519,1598.08
520,1612.15
521,1643.98
522,1752.42
523,1758.71
524,1750.67
525,1719.19
526,1651.88
527,1559.57
528,1524.06
529,1492.82
530,1465.27
531,1435.02
532,1425.22
533,1429.32
534,1484.7
535,1608.32
536,1701.92
537,1728.37
538,1736.23
539,1730.9
540,1741.32
541,1745.1
542,1707.61
543,1708.83
544,1707.41
545,1738.05
546,1760.91
547,1718.56
548,1707.05
549,1649.53
550,1581.23
551,1499.69
552,1430.49
553,1365.83
554,1316.16
555,1271.79
556,1227.34
557,1194.94
558,1242.96
559,1394.36
560,1485.09
561,1462.39
562,1404.96
563,1424.6
564,1453.39
565,1472.03
566,1463.27
567,1451.98
568,1488.33
569,1532.46
570,1613.81
571,1613.29
572,1581.98
573,1567.46
574,1528.48
575,1457.48
576,1448.89
577,1447.49
578,1430.52
579,1416.18
580,1414.47
581,1427.77
582,1434.53
583,1593.12
584,1716.27
585,1718.74
586,1679.47
587,1601.25
588,1576.18
589,1565.97
590,1538.86
591,1523.55
592,1592.75
593,1667.67
594,1788.15
595,1803.85
596,1790.91
597,1767.55
598,1746.21
599,1704.25
600,1706.73
601,1682.85
602,1689.77
603,1664.88
604,1663.48
605,1661.29
606,1674.72
607,1755.5
608,1804.18
609,1825.1
610,1823.02
611,1784.81
612,1762.46
613,1772.15
614,1729.93
615,1683.19
616,1670.01
617,1710.15
618,1814.58
619,1835.76
620,1820.66
621,1852.14
622,1840.78
623,1780.52
624,1774.09
625,1751.66
626,1729.03
627,1704.5
628,1596.5
629,1594.61
630,1671.03
631,1736.45
632,1824.14
633,1870.59
634,1850.18
635,1798.78
636,1750.69
637,1769.58
638,1737.62
639,1708.08
640,1705.85
641,1743.2
642,1795.43
643,1753.72
644,1695.83
645,1635.45
646,1558.56
647,1472
648,1424.26
649,1362.32
650,1318.88
651,1292.65
652,1271.63
653,1266.93
654,1266.55
655,1270.32
656,1318.95
657,1395.88
658,1471.55
659,1505.61
660,1519.28
661,1516.91
662,1430.09
663,1392.33
664,1392.53
665,1458.93
666,1542.06
667,1524.95
668,1507.23
669,1463.69
670,1404.69
671,1366.45
672,1321.9
673,1277.87
674,1258.14
675,1251.22
676,1261.82
677,1287.45
678,1340.76
679,1432.39
680,1541.88
681,1593.28
682,1611.44
683,1612.42
684,1618.63
685,1645.19
686,1677.84
687,1667.62
688,1689.31
689,1733.96
690,1820.2
691,1756.47
692,1715.15
693,1677.18
694,1612.47
695,1570.13
696,1549.53
697,1535.02
698,1504.19
699,1528.75
700,1544.77
701,1554.91
702,1592.09
703,1655.96
704,1689.3
705,1743.96
706,1799.45
707,1824.39
708,1860.72
709,1911.4
710,1825.92
711,1731.12
712,1747.49
713,1785.33
714,1840.83
715,1809.25
716,1769.74
717,1712.05
718,1636.85
719,1541.89
720,1505.16
721,1507
722,1529.3
723,1535.83
724,1535.7
725,1550.89
726,1625.97
727,1722.76
728,1781.15
729,1760.36
730,1736.13
731,1730.14
732,1716.64
733,1699.15
734,1665.64
735,1672.71
736,1667.14
737,1567.22
738,1668.8
739,1739.64
740,1744.01
741,1708.42
742,1637.22
743,1559.18
744,1532.68
745,1510.2
746,1485.9
747,1470
748,1465
749,1467.7
750,1506.5
751,1590.4
752,1668.4
753,1672.7
754,1649.5
755,1626.2
756,1616.5
757,1622.3
758,1624.9
759,1579
760,1592.8
761,1615.7
762,1675.4
763,1676.8
764,1690.1
765,1640.1
766,1584.7
767,1490.7
768,1439.9
769,1391.7
770,1350.1
771,1316.7
772,1296.3
773,1298.8
774,1351.2
775,1490.8
776,1570
777,1573.7
778,1566.8
779,1573.1
780,1584.2
781,1596.9
782,1568.7
783,1541.2
784,1548.8
785,1581.1
786,1644.7
787,1656
788,1640.4
789,1613.3
790,1578
791,1525.5
792,1562.5
793,1568.5
794,1561.9
795,1551.5
796,1558.4
797,1586
798,1631.8
799,1707.5
800,1790.9
801,1874.2
802,1907.8
803,1848.1
804,1831.8
805,1790.3
806,1784.5
807,1756.4
808,1773
809,1844.8
810,1962.1
811,1998.5
812,1970.9
813,1926.1
814,1879.9
815,1801.4
816,1750.1
817,1697.3
818,1668.9
819,1640.7
820,1651.9
821,1651.1
822,1651.5
823,1665.8
824,1695.7
825,1760.8
826,1803.8
827,1823.1
828,1800.6
829,1777
830,1740.9
831,1716.3
832,1689.7
833,1711.6
834,1755
835,1740.3
836,1681.4
837,1612.5
838,1576.7
839,1494.1
840,1438.7
841,1378.4
842,1303.6
843,1279.8
844,1269.5
845,1279.5
846,1329.4
847,1459
848,1573.7
849,1584.6
850,1584.2
851,1543.3
852,1584.1
853,1587.4
854,1513
855,1503.3
856,1523.4
857,1547.7
858,1620.1
859,1631.5
860,1615.9
861,1591
862,1547.4
863,1473.1
864,1447.5
865,1439.4
866,1438.9
867,1420.6
868,1410.9
869,1420.2
870,1406.2
871,1564.1
872,1686.3
873,1670.4
874,1637.6
875,1614.5
876,1602
877,1634.5
878,1616.8
879,1605.8
880,1630.7
881,1670.1
882,1724.1
883,1730
884,1694.4
885,1641.3
886,1572
887,1483.6
888,1485.4
889,1491.2
890,1495.6
891,1498.9
892,1487.5
893,1487.1
894,1531.2
895,1605.4
896,1728.7
897,1689.8
898,1630.4
899,1613.4
900,1581.5
901,1565.4
902,1563.6
903,1568.6
904,1610.1
905,1684.9
906,1755.4
907,1772.4
908,1795
909,1755
910,1701.6
911,1612.6
912,1554.6
913,1496.5
914,1436.3
915,1379.6
916,1340.2
917,1308.7
918,1355.2
919,1459.6
920,1556.2
921,1606.5
922,1625.3
923,1599.7
924,1630.4
925,1617.3
926,1623.1
927,1616.3
928,1639.2
929,1675.8
930,1744.2
931,1757.9
932,1729.2
933,1699.6
934,1675.9
935,1610.1
936,1633.7
937,1609.9
938,1619.1
939,1597.1
940,1590.5
941,1607
942,1634.3
943,1735.6
944,1821.5
945,1823.9
946,1744.7
947,1684.5
948,1656.8
949,1650.8
950,1620.4
951,1602.9
952,1613.5
953,1643.6
954,1726.3
955,1747.2
956,1722.5
957,1687.7
958,1671.4
959,1587.4
960,1575.1
961,1560.8
962,1530
963,1488.7
964,1455.8
965,1440.9
966,1460.5
967,1511.9
968,1558
969,1637.7
970,1670.3
971,1622.9
972,1618.7
973,1598
974,1566.5
975,1545.3
976,1537.7
977,1560.5
978,1654.1
979,1643
980,1587.8
981,1522.9
982,1454.8
983,1377.8
984,1311.2
985,1249.8
986,1213.8
987,1180.5
988,1160.9
989,1177.7
990,1211
991,1229.5
992,1255.4
993,1341.8
994,1434.1
995,1485.5
996,1525.3
997,1546.3
998,1543
999,1532.2
1000,1544.9
1001,1613.5
1002,1665.7
1003,1663.7
1004,1634.2
1005,1583.5
1006,1511.6
1007,1442.8
1008,1391.1
1009,1340.6
1010,1317
1011,1284.8
1012,1278.9
1013,1267.2
1014,1276.7
1015,1365.8
1016,1483.2
1017,1489
1018,1482.1
1019,1462.1
1020,1446.1
1021,1449.7
1022,1455.6
1023,1446.2
1024,1486.6
1025,1534.6
1026,1591.1
1027,1611.9
1028,1609.5
1029,1610.5
1030,1559.8
1031,1482.6
1032,1465
1033,1456.5
1034,1447.9
1035,1437.7
1036,1442.4
1037,1461.1
1038,1516.4
1039,1680.8
1040,1798.3
1041,1804.3
1042,1758.2
1043,1721.9
1044,1702.2
1045,1707.1
1046,1673.3
1047,1666.3
1048,1667.9
1049,1720.1
1050,1816.1
1051,1816.6
1052,1799.4
1053,1780.8
1054,1722.2
1055,1630.9
1056,1603.7
1057,1620
1058,1631
1059,1611.4
1060,1603.1
1061,1648.3
1062,1632.2
1063,1772.6
1064,1850.5
1065,1845.1
1066,1793.2
1067,1743.4
1068,1691.4
1069,1655.7
1070,1629.2
1071,1631.4
1072,1647.5
1073,1681.4
1074,1703.5
1075,1703.3
1076,1676.7
1077,1620.7
1078,1556
1079,1459
1080,1400.8
1081,1366.7
1082,1329.4
1083,1307.6
1084,1308
1085,1330.8
1086,1401.9
1087,1522.7
1088,1587
1089,1595.1
1090,1539.2
1091,1490.1
1092,1448.4
1093,1412.8
1094,1368.6
1095,1343.9
1096,1377.9
1097,1442.9
1098,1527.6
1099,1565.3
1100,1573.6
1101,1569
1102,1505.8
1103,1415.1
1104,1371.7
1105,1340.8
1106,1299.5
1107,1266.3
1108,1247.8
1109,1247.3
1110,1292.3
1111,1391.5
1112,1462.7
1113,1497
1114,1495.6
1115,1494.1
1116,1505.3
1117,1505
1118,1484.3
1119,1468.3
1120,1480
1121,1502.4
1122,1537.2
1123,1535.4
1124,1495.1
1125,1509
1126,1472.6
1127,1412.8
1128,1402.5
1129,1400.6
1130,1370.1
1131,1355.4
1132,1376.7
1133,1418.4
1134,1477.8
1135,1492.9
1136,1589.5
1137,1650.9
1138,1665.5
1139,1644.1
1140,1651.9
1141,1617.9
1142,1572.6
1143,1533.8
1144,1522.6
1145,1576.7
1146,1683.8
1147,1753.1
1148,1749.7
1149,1715.9
1150,1695
1151,1670
1152,1598.3
1153,1505.2
1154,1469.3
1155,1466.2
1156,1479.8
1157,1475.8
1158,1480.3
1159,1515.3
1160,1564.5
1161,1618.2
1162,1688.7
1163,1708.6
1164,1712.8
1165,1701.8
1166,1661.1
1167,1614.6
1168,1534.1
1169,1580.9
1170,1670.2
1171,1684.9
1172,1669.4
1173,1665.1
1174,1603.9
1175,1541.7
1176,1494.6
1177,1450.8
1178,1431.7
1179,1419.5
1180,1439.3
1181,1468.7
1182,1501.6
1183,1551.9
1184,1598.7
1185,1604.7
1186,1583.7
1187,1561.8
1188,1545.4
1189,1505.4
1190,1447.4
1191,1409.8
1192,1448.2
1193,1492.1
1194,1556.3
1195,1595.8
1196,1614.1
1197,1617.4
1198,1545.1
1199,1442.4
1200,1370.6
1201,1303.5
1202,1270.8
1203,1263.4
1204,1254.9
1205,1256.3
1206,1301.4
1207,1407.4
1208,1493.2
1209,1531.5
1210,1524.6
1211,1503.5
1212,1485.3
1213,1484.9
1214,1459.6
1215,1438.1
1216,1463.8
1217,1507.5
1218,1553.4
1219,1558.1
1220,1537
1221,1509.8
1222,1506.7
1223,1428.2
1224,1388.1
1225,1373.2
1226,1345.4
1227,1312.2
1228,1298.5
1229,1304.8
1230,1356.2
1231,1488
1232,1604.2
1233,1567.9
1234,1552.9
1235,1541.3
1236,1529.6
1237,1528.1
1238,1491
1239,1445.8
1240,1451.3
1241,1486.4
1242,1530.7
1243,1552.4
1244,1484
1245,1425.3
1246,1350.5
1247,1267.2
1248,1263.1
1249,1240.9
1250,1224.5
1251,1233.4
1252,1245.5
1253,1272.7
1254,1349.3
1255,1508.7
1256,1548.7
1257,1551.6
1258,1532.6
1259,1516.9
1260,1511.1
1261,1501.4
1262,1457
1263,1441
1264,1469
1265,1557.9
1266,1594.9
1267,1621.3
1268,1622.2
1269,1594
1270,1559.9
1271,1485.3
1272,1496
1273,1542.7
1274,1520.7
1275,1509.8
1276,1511.4
1277,1532.6
1278,1592.7
1279,1648.2
1280,1705.7
1281,1703.6
1282,1658.2
1283,1614.8
1284,1586
1285,1563.9
1286,1535.8
1287,1484.2
1288,1473.2
1289,1513.2
1290,1590.3
1291,1653.9
1292,1640.2
1293,1601.2
1294,1597.1
1295,1529.5
1296,1513.6
1297,1502.2
1298,1474.2
1299,1451.7
1300,1409.1
1301,1393.1
1302,1399.3
1303,1435.6
1304,1475.9
1305,1529.3
1306,1491
1307,1475.1
1308,1465.6
1309,1446.2
1310,1396.2
1311,1362.1
1312,1347.9
1313,1391.8
1314,1471.8
1315,1532
1316,1508.7
1317,1466.5
1318,1459.2
1319,1439.6
1320,1399.8
1321,1364.5
1322,1343
1323,1334.3
1324,1337.6
1325,1349
1326,1385.8
1327,1445
1328,1438.1
1329,1487.9
1330,1517.5
1331,1532.9
1332,1558.5
1333,1558.4
1334,1543.2
1335,1532.4
1336,1554.4
1337,1630.6
1338,1689.3
1339,1714.2
1340,1693.2
1341,1688.8
1342,1653.9
1343,1566.4
1344,1483
1345,1427.4
1346,1402.9
1347,1398.6
1348,1388.4
1349,1397
1350,1443.5
1351,1558.9
1352,1581.2
1353,1608.1
1354,1605
1355,1578.7
1356,1560.9
1357,1561.8
1358,1527.1
1359,1502.9
1360,1498.1
1361,1523.9
1362,1556.4
1363,1586.2
1364,1573.5
1365,1533.2
1366,1498.6
1367,1442.5
1368,1410.3
1369,1397
1370,1369.7
1371,1319.2
1372,1307.8
1373,1317.4
1374,1379.4
1375,1530.6
1376,1585.3
1377,1534.7
1378,1473.5
1379,1406.9
1380,1386.5
1381,1319.4
1382,1283.1
1383,1257
1384,1272
1385,1312.7
1386,1363.5
1387,1446.5
1388,1475.3
1389,1476.9
1390,1428.2
1391,1386.9
1392,1362.5
1393,1338.7
1394,1321.6
1395,1299.3
1396,1288
1397,1306.7
1398,1356
1399,1468.2
1400,1551.6
1401,1533.9
1402,1490.5
1403,1416.9
1404,1384.8
1405,1350.8
1406,1303.9
1407,1273.1
1408,1272
1409,1306.7
1410,1371.6
1411,1441.9
1412,1454.3
1413,1426.6
1414,1404.7
1415,1354.7
1416,1375.9
1417,1357.4
1418,1328
1419,1304.4
1420,1298.7
1421,1319.3
1422,1375.6
1423,1514.8
1424,1616
1425,1639.2
1426,1632.5
1427,1547.5
1428,1534.5
1429,1529
1430,1504.7
1431,1487.7
1432,1502.6
1433,1542.7
1434,1585.7
1435,1603.7
1436,1577.8
1437,1542.9
1438,1474.6
1439,1392.6
1440,1406.3
1441,1374.3
1442,1342.7
1443,1324.5
1444,1308
1445,1320.8
1446,1374.4
1447,1514
1448,1605.5
1449,1589.2
1450,1502.4
1451,1454.3
1452,1431.5
1453,1408.4
1454,1374.6
1455,1356.9
1456,1377.3
1457,1426.7
1458,1481.1
1459,1525.4
1460,1507.2
1461,1467.1
1462,1419.5
1463,1387.8
1464,1363
1465,1335
1466,1296.2
1467,1264.3
1468,1242.9
1469,1250.3
1470,1272.6
1471,1332.7
1472,1412.1
1473,1495.1
1474,1477.1
1475,1481.9
1476,1473.8
1477,1461
1478,1420
1479,1365.4
1480,1346.4
1481,1377.8
1482,1446.9
1483,1489.1
1484,1476
1485,1437.8
1486,1442.9
1487,1384.8
1488,1334.3
1489,1289.3
1490,1270.2
1491,1255.1
1492,1255.5
1493,1263.3
1494,1283.2
1495,1326.5
1496,1327.2
1497,1409.7
1498,1473.9
1499,1503.5
1500,1515.4
1501,1523.1
1502,1497.2
1503,1461.9
1504,1461.9
1505,1516.3
1506,1554.1
1507,1571.6
1508,1565.1
1509,1577.8
1510,1491.7
1511,1384.7
1512,1338
1513,1288.9
1514,1265.9
1515,1264.3
1516,1273.1
1517,1294.6
1518,1361.2
1519,1435.7
1520,1527.2
1521,1547.4
1522,1523.1
1523,1491.3
1524,1473.2
1525,1466.2
1526,1432.5
1527,1411.7
1528,1428.1
1529,1471.6
1530,1540.9
1531,1578.2
1532,1578.4
1533,1589.5
1534,1542.9
1535,1455.5
1536,1422.4
1537,1397.7
1538,1366.1
1539,1334.5
1540,1319.7
1541,1328.2
1542,1384.1
1543,1458.2
1544,1547.4
1545,1573.2
1546,1570.5
1547,1556.1
1548,1540.8
1549,1521.5
1550,1469.4
1551,1430.3
1552,1447.7
1553,1496.7
1554,1550.6
1555,1599.7
1556,1606.4
1557,1571.2
1558,1503.2
1559,1455.4
1560,1434.8
1561,1401.6
1562,1375.1
1563,1359.1
1564,1356.8
1565,1354.4
1566,1381.8
1567,1476.6
1568,1544.9
1569,1563.2
1570,1546.3
1571,1519.4
1572,1508.1
1573,1476.3
1574,1444.5
1575,1427.9
1576,1446.4
1577,1489.3
1578,1508.9
1579,1538.8
1580,1537
1581,1548.3
1582,1566.5
1583,1466.6
1584,1429.2
1585,1440.9
1586,1413.9
1587,1379.4
1588,1364.7
1589,1384.1
1590,1444.4
1591,1547.5
1592,1633.6
1593,1614.8
1594,1595
1595,1625.1
1596,1639.9
1597,1646.1
1598,1636.6
1599,1602.2
1600,1628
1601,1662
1602,1664.5
1603,1662.3
1604,1639.4
1605,1571.7
1606,1494
1607,1403.5
1608,1400
1609,1369.7
1610,1330.7
1611,1297.7
1612,1291.3
1613,1222.2
1614,1265.1
1615,1396.1
1616,1446
1617,1498.2
1618,1509.1
1619,1502.3
1620,1508.5
1621,1560.9
1622,1565.2
1623,1580.6
1624,1619.2
1625,1644.2
1626,1655.1
1627,1652.3
1628,1607.3
1629,1531.9
1630,1462.6
1631,1418.5
1632,1405.7
1633,1410
1634,1398.4
1635,1367.1
1636,1341.3
1637,1337.2
1638,1358.2
1639,1394.8
1640,1417.2
1641,1400.6
1642,1415.1
1643,1411.5
1644,1416.1
1645,1406.8
1646,1374.8
1647,1337.3
1648,1349.4
1649,1360.7
1650,1404.6
1651,1463.4
1652,1464.7
1653,1423.6
1654,1418.8
1655,1373.4
1656,1377.2
1657,1364.2
1658,1336.4
1659,1326.3
1660,1332.7
1661,1340
1662,1283.6
1663,1324.5
1664,1375.4
1665,1424.9
1666,1447.6
1667,1443.6
1668,1425.5
1669,1384.7
1670,1364.9
1671,1366.6
1672,1400.9
1673,1430.2
1674,1440.3
1675,1498.3
1676,1518.6
1677,1510.7
1678,1491.4
1679,1421.1
1680,1359.7
1681,1340.3
1682,1327.1
1683,1326.3
1684,1336.1
1685,1389.1
1686,1439.4
1687,1507.6
1688,1523.2
1689,1492.7
1690,1478.7
1691,1450.1
1692,1431.6
1693,1444.3
1694,1409.9
1695,1417.3
1696,1444.7
1697,1479.3
1698,1442.7
1699,1487.1
1700,1485.2
1701,1465.3
1702,1408.7
1703,1410.8
1704,1412.5
1705,1406.7
1706,1386.6
1707,1380.5
1708,1384.1
1709,1424.1
1710,1446.2
1711,1505.9
1712,1528.6
1713,1558.4
1714,1586.8
1715,1608.7
1716,1621
1717,1619.5
1718,1610.9
1719,1642.7
1720,1676.6
1721,1693.6
1722,1588.9
1723,1556.8
1724,1550.6
1725,1507.8
1726,1412.9
1727,1381.7
1728,1367.5
1729,1333.8
1730,1304.1
1731,1303.6
1732,1308.3
1733,1319.9
1734,1351.8
1735,1427.6
1736,1499.5
1737,1567.8
1738,1564.1
1739,1496.4
1740,1493
1741,1480.8
1742,1459.4
1743,1466.2
1744,1493.4
1745,1501.9
1746,1478.8
1747,1532.9
1748,1556.5
1749,1541.7
1750,1453.1
1751,1398
1752,1369.5
1753,1325.1
1754,1285.6
1755,1312.3
1756,1325.6
1757,1367.5
1758,1458
1759,1474.7
1760,1485.4
1761,1473.9
1762,1445.6
1763,1437.4
1764,1419.1
1765,1399.4
1766,1376.7
1767,1381.7
1768,1410.3
1769,1432.8
1770,1474.7
1771,1546.5
1772,1545.9
1773,1497.9
1774,1421
1775,1372.5
1776,1361.5
1777,1331.6
1778,1296.5
1779,1281
1780,1290.7
1781,1338.7
1782,1449.1
1783,1542.9
1784,1527
1785,1526.5
1786,1482
1787,1469.4
1788,1420.7
1789,1393.3
1790,1419.5
1791,1409.8
1792,1437.5
1793,1459.9
1794,1469.8
1795,1503.5
1796,1498.2
1797,1477.2
1798,1436.1
1799,1415.6
1800,1425.5
1801,1393.8
1802,1368.9
1803,1373.1
1804,1371
1805,1409.7
1806,1475.4
1807,1549.9
1808,1633.7
1809,1695.2
1810,1638.2
1811,1623.3
1812,1600.4
1813,1570.8
1814,1540.1
1815,1539
1816,1573
1817,1601.6
1818,1608
1819,1672.7
1820,1700.7
1821,1715.5
1822,1656.6
1823,1591.6
1824,1551.7
1825,1532.5
1826,1519.8
1827,1487.2
1828,1462.7
1829,1476.6
1830,1516.8
1831,1563.7
1832,1610.4
1833,1631.6
1834,1623.4
1835,1609.5
1836,1575
1837,1526.8
1838,1474.4
1839,1442.5
1840,1463.4
1841,1492
1842,1507.6
1843,1599.6
1844,1651.7
1845,1644.7
1846,1586.1
1847,1507
1848,1491.9
1849,1479.5
1850,1488.4
1851,1499.6
1852,1497.3
1853,1532.4
1854,1605.8
1855,1721.4
1856,1733.1
1857,1692.9
1858,1646.7
1859,1603.6
1860,1593.8
1861,1545.8
1862,1407.7
1863,1515.7
1864,1518.2
1865,1536
1866,1547.3
1867,1611.2
1868,1647.3
1869,1600.7
1870,1559.2
1871,1529.2
1872,1519.8
1873,1495
1874,1466.5
1875,1465.2
1876,1485.2
1877,1522.9
1878,1593.8
1879,1698.3
1880,1707
1881,1630.9
1882,1567.6
1883,1523.6
1884,1494.9
1885,1431.8
1886,1412.9
1887,1404.3
1888,1415.4
1889,1423.8
1890,1388.6
1891,1455.4
1892,1502.1
1893,1465.9
1894,1401.9
1895,1393.2
1896,1395.7
1897,1439.4
1898,1419
1899,1415.1
1900,1431.7
1901,1429.8
1902,1512.6
1903,1627.7
1904,1622.6
1905,1564.8
1906,1492.3
1907,1450.4
1908,1433.7
1909,1426.4
1910,1407
1911,1425.5
1912,1463
1913,1513.2
1914,1532.9
1915,1566.6
1916,1563.3
1917,1512.2
1918,1428.1
1919,1384
1920,1362.8
1921,1364.4
1922,1339.5
1923,1305.8
1924,1333.3
1925,1379.5
1926,1504.8
1927,1601.7
1928,1661.1
1929,1692.7
1930,1704.2
1931,1734.7
1932,1765.9
1933,1705.8
1934,1647.6
1935,1631.9
1936,1638.1
1937,1652.9
1938,1621.6
1939,1630.3
1940,1637.2
1941,1600.7
1942,1506.7
1943,1455.4
1944,1433.3
1945,1386.4
1946,1351.7
1947,1324.9
1948,1209.1
1949,1243.3
1950,1366.8
1951,1465.6
1952,1500.6
1953,1500.9
1954,1486.4
1955,1458.9
1956,1433.5
1957,1395.7
1958,1367.5
1959,1378.1
1960,1406.2
1961,1434.7
1962,1436.1
1963,1460.5
1964,1483.5
1965,1467.7
1966,1442.8
1967,1429.2
1968,1350.9
1969,1356.3
1970,1324.4
1971,1297.5
1972,1292.5
1973,1309.5
1974,1371.2
1975,1399.7
1976,1466.5
1977,1515.4
1978,1521.4
1979,1507.3
1980,1462.2
1981,1423.2
1982,1393
1983,1390.5
1984,1424.7
1985,1454.9
1986,1460.5
1987,1493
1988,1500.3
1989,1458.5
1990,1428.4
1991,1399.1
1992,1353.5
1993,1322.1
1994,1308
1995,1302.2
1996,1311.5
1997,1331.1
1998,1378.4
1999,1384.3
2000,1468
2001,1539.4
2002,1566
2003,1572.1
2004,1559.3
2005,1528
2006,1498.3
2007,1498.8
2008,1549.1
2009,1578.1
2010,1582
2011,1608
2012,1584.3
2013,1531.7
2014,1460.5
2015,1398.6
2016,1350.5
2017,1330.1
2018,1320.9
2019,1330.2
2020,1316.8
2021,1381.5
2022,1524.4
2023,1603.1
2024,1585.1
2025,1513.1
2026,1465
2027,1465.9
2028,1483
2029,1448.7
2030,1398.4
2031,1381.1
2032,1390.1
2033,1402.8
2034,1395.1
2035,1446.2
2036,1497.1
2037,1452.4
2038,1423.6
2039,1404.6
2040,1405.8
2041,1427.8
2042,1412.1
2043,1411.2
2044,1391.6
2045,1400.7
2046,1555.1
2047,1661.4
2048,1629
2049,1556.4
2050,1501.2
2051,1474.7
2052,1439.4
2053,1392.8
2054,1356.1
2055,1339.8
2056,1355.4
2057,1366.2
2058,1352.6
2059,1393.8
2060,1421.9
2061,1376.8
2062,1294.7
2063,1242.4
2064,1205
2065,1225.7
2066,1203.9
2067,1158.8
2068,1171.7
2069,1242.1
2070,1380
2071,1426.7
2072,1418.2
2073,1405
2074,1376.4
2075,1360.5
2076,1334.9
2077,1305.1
2078,1287
2079,1343
2080,1396.7
2081,1439.4
2082,1435.8
2083,1452.3
2084,1471.2
2085,1420.4
2086,1368.9
2087,1323.9
2088,1331
2089,1313.8
2090,1282.4
2091,1253.7
2092,1226.7
2093,1235.3
2094,1326.6
2095,1412.8
2096,1441.4
2097,1410.7
2098,1367
2099,1327.6
2100,1285.8
2101,1237.9
2102,1246.4
2103,1234.2
2104,1233.5
2105,1236.9
2106,1226
2107,1256.1
2108,1301.6
2109,1277.4
2110,1250.2
2111,1264.9
2112,1252.1
2113,1250.8
2114,1225.7
2115,1218.7
2116,1158.4
2117,1215.5
2118,1272.9
2119,1314.9
2120,1383.6
2121,1441.9
2122,1476.8
2123,1496.8
2124,1435.4
2125,1405.6
2126,1358.9
2127,1324.5
2128,1352.9
2129,1350.8
2130,1307.9
2131,1292.7
2132,1336.4
2133,1280.5
2134,1231.4
