Hour,E_BATT-LDES_1000HR,E_BATT-LDES_100HR,E_BATT-LION_2HR,E_BATT-LION_4HR,E_NUC-SMR,E_WIND
1,0.0031276478873066946,0.0011083598683569956,0.001575034539027694,0.001351280807767115,1220.9747979768038,488.7483141910604
2,0.003127455530294202,0.001107276050391065,0.0015715713608908178,0.001344653841013581,1220.974797935146,535.0087333826377
3,0.0031277004670916407,0.0011078339921093074,0.0015716195613031758,0.0013278261513408214,1220.9747980047257,468.90384787492377
4,0.0032990727591857326,9.657784462604463,22.243397772379495,0.0704974940596498,1220.9748563445767,269.5547692637826
5,0.003303946043157838,60.12275065823569,171.24117647181143,0.058280552082257145,1220.974856929354,78.66709375134131
6,0.0033041161224844832,70.65688980943185,166.97904928081488,0.051472768582686755,1220.974856973503,76.10813582563063
7,0.0033020770846345446,26.19431774131992,37.45876708121049,0.04725948707170436,1220.9748567832637,288.42021471956105
8,0.0033041305815195657,59.372548179807026,141.85858470449196,0.04692563072900274,1220.974857032456,181.7752729093326
9,0.003178928304673731,0.0014684936418600106,0.0014768797341129171,0.0014446880304337815,1220.9748153673756,700.5649492764876
10,0.0031792867308291614,0.0014697550667479927,0.0014792990644754722,0.0014455735173545749,1220.974815476288,640.4521070411727
11,0.0033037791233883947,36.65593732189837,63.718145404866036,0.044289804739495585,1220.9748570713045,442.0235700793932
12,0.003304838752564934,85.27844618130473,190.52767859252847,0.04439286521809195,1220.9748572223607,277.4962923775797
13,0.0031833061472404897,0.0015127661241663834,0.0015264714586770438,0.0014893655906026303,1220.9748167296611,546.4825866376506
14,0.0031792225220079644,0.001468032736133893,0.0014756633234113549,0.001439437469319399,1220.9748155382272,803.6906415623617
15,0.003179937831837976,0.0014707427834494318,0.0014802260025287071,0.0014412715000594479,1220.9748156984003,551.3800003221644
16,0.003305416549622921,139.0202670404126,204.1821081596363,0.04109470106821929,1220.9748573591503,156.25088815497685
17,0.0033008357629195945,7.855894727263169,8.252110924388052,0.03762875621815071,1220.974856873637,564.987937903668
18,0.0033045105142277408,45.13359265284956,61.410522941605535,0.03897195391504841,1220.974857299093,536.711289155623
19,0.003179956201491601,0.0014694347378229728,0.0014779301900507743,0.001432310758787079,1220.9748157687259,750.8803159591654
20,0.0033042804427668325,39.47783274544742,52.28754165368088,0.03975264075584635,1220.974857308263,485.031522546823
21,0.0033051697484744545,83.6157703575398,136.54704078356244,0.04122468963212085,1220.974857415751,313.91921630554515
22,0.003301297519603352,13.66247267711259,15.505321205040874,0.042599409172507915,1220.9748570296933,442.7316824566963
23,0.00330486555648908,59.67080711707381,129.27957866047535,0.04914544763732552,1220.9752597109937,191.09083935624486
24,0.0033044740859380643,38.67999798956661,111.85578339920787,0.05978290766099078,1220.9748573670824,161.7948680571031
25,0.003128216904691583,0.0011034847941166451,0.0015640006004174424,0.0010062218046146163,1220.9747984967648,723.6620253006464
26,0.0031287136971479995,0.0011047173899197105,0.0015683091512968459,0.0010139227191844275,1220.974798620825,455.50261728055705
27,0.003261495154012486,0.0037357131770191848,82.16891074644437,0.0041853966685659405,1220.9748440342034,953.5473134605708
28,0.00312831630009324,0.001103019963092902,0.00156382529040607,0.001009047599053534,1220.9747985713173,753.3900498415144
29,0.0032628632406980604,0.003746875255724612,144.05813323367073,0.004101235053331794,1220.9748430156726,138.85920869992268
30,0.0031285566644701584,0.0011031605949597264,0.0015630349426710706,0.0009914937127069447,1220.9747986461432,826.4281455054241
31,0.003303282596028583,333.3017956833722,0.0027185451017150883,0.0021645032834057866,1220.9748536697966,105.0076260723989
32,0.003401108905310842,412.25620078429233,34.18675047327101,0.08861386313290733,1220.9748881594126,77.06238229355131
33,0.0034025082369544385,412.2564248784628,98.47253459115558,0.08247599508966282,1220.9748884062085,91.68260507624413
34,0.0034031175151040425,412.2564782035716,112.2417813567712,0.07993663938116052,1220.9748885996603,117.32007366016704
35,0.003305543848044385,316.93046910038674,0.0012762429706319799,0.0013058898784832525,1220.9748540741145,370.84103970628667
36,0.0034036762223414565,412.25648149500836,108.75408554825458,0.07910340554161022,1220.9748889189254,144.47149924079991
37,0.003305993905413873,314.26476006574853,0.0012760803105611876,0.0013066481778201372,1220.974854395609,410.19550664825124
38,0.0034045388982703833,412.25655092795546,228.98441515137793,0.08199351271747886,1220.9748891447607,18.699197143725033
39,0.0033060947873882747,393.4846570762428,0.0016674568995953673,0.0016434839003465034,1220.9748549223305,249.40485790784038
40,0.0033037496328660273,135.2601358438398,0.0012628911627424945,0.0012992328155364643,1220.9748547663082,631.6607261081584
41,0.0033043364889701068,170.28910043106478,0.001265285258703168,0.0013064863099656614,1220.9748548437328,620.4002297327612
42,0.0034043612336067263,412.25642277483485,114.646292848562,0.09132898299612587,1220.9748895293528,268.49923903687454
43,0.0034058523134840616,412.25660334921594,333.08033269598036,0.09621739013512658,1220.9748895592868,41.17122594780378
44,0.0033037610384620913,300.1239350357019,0.001916288303698154,0.0018930192350135435,1220.9748535410902,452.72032561681453
45,0.0033102769750852044,68.47533880751739,0.0038106804363576725,0.003499921494063859,1220.9748580366188,639.27528408721
46,0.0031867790676096954,0.0014857501946203072,0.0014734738712908176,0.0013147722887347744,1220.9748168625179,669.4502500855169
47,0.0033104278912065473,137.60747966274943,16.55314211636861,0.017225566904133835,1220.9748580319153,350.2242925499917
48,0.0031843789952213926,0.0014736665782594251,0.0014707123322128808,0.0013549813091378478,1220.9748165582052,713.3254320186518
49,0.0033112960309756197,202.93762116915752,66.61151194950708,0.02222272547786283,1220.9748580538928,163.9845790842133
50,0.0033116409611085094,217.23934991704297,95.15196576861882,0.0245411945433047,1220.9748580650864,133.29734087565396
51,0.0031836786811228366,0.0014696815401133408,0.001468046400522103,0.0013893020869259328,1220.9748164324928,800.5611113447361
52,0.0031845672094267647,0.0014722700053433873,0.0014719706998129445,0.001399655621549485,1220.9748165285623,580.1496238852245
53,0.00331236302346757,216.6583074919365,178.46604844093903,0.030947099241861075,1220.9748580843575,12.518023581187828
54,0.0031844202588863606,0.001470570833885949,0.0014694252755275046,0.0014035689809194665,1220.974816496099,774.7108963954798
55,0.0033102238398672727,50.76496011391481,34.13370793324075,0.03182062926202303,1220.9748579716697,510.7428005212213
56,0.00331490553783172,348.7191710183748,259.7409817023674,0.03371539288917494,1220.974858203089,88.07253881736035
57,0.00331479647875349,332.3712246418847,212.24867415326236,0.035250680739131186,1220.974858189632,169.70934420010747
58,0.0031858135113219136,0.0014724336562005952,0.0014712783824513739,0.0014210546179042136,1220.9748166026552,833.9735703041966
59,0.003185806801964719,0.001471663403031452,0.0014706944852506188,0.00142393319935666,1220.9748165839867,804.8207418066252
60,0.0033140051607813744,184.07506037918634,80.14943990496513,0.03953541436954659,1220.9748581083484,262.0394322117211
61,0.0033153190718687234,287.08704834837926,160.75562650483107,0.04135946819913047,1220.974858147093,61.507167499013164
62,0.003315788437499433,271.0730209113265,163.23253934812243,0.044611890952647774,1220.974858141666,25.81118835361393
63,0.0031823588355248066,0.0014753369838482631,0.0014758975442466095,0.00144838160434504,1220.9748149542675,677.9815261023045
64,0.0031828903848221445,0.0014765178074522978,0.001480448712340764,0.0014596529015875642,1220.9748150546998,525.645445731216
65,0.0033076203876268857,75.99219032941636,105.6835774604465,0.05771517588220613,1220.9748566763703,338.89863889968416
66,0.003307577358173572,46.292935524501594,64.39421378383474,0.0634121967151416,1220.9748565988432,536.9118456077712
67,0.0033085147201545886,103.6352764774375,206.0544292185253,0.07652615412999761,1220.9748567020592,321.6864304990641
68,0.0031325014220719,0.0011132111778601752,0.0015768153789427627,0.0014385229742647195,1220.974797084894,680.9651615915545
69,0.0031317266749109882,0.0011093285889030833,0.00157324624874507,0.0014604125432426068,1220.9747958777205,789.4086670313222
70,0.0031317989578562785,0.0011092416662131525,0.0015745426757822376,0.0014714376007780566,1220.9747954193458,681.2451243060739
71,0.003131634556815075,0.0011073589687383102,0.0015701907323388616,0.0014708778683776907,1220.974794738936,692.8250462828511
72,0.003265227340997011,0.003749714865919414,105.73733765928318,0.025729630905397958,1220.9748398682136,201.96106913791147
73,0.0031320084840317625,0.0011078123477514996,0.001571350820887238,0.001468521402199926,1220.974794876737,560.5772706689559
74,0.0032662117158396573,0.003755665033113687,153.41176306717625,0.024339285326710758,1220.974840012812,124.06792748539058
75,0.003266787753068584,0.0037634027455107407,256.7013205884946,0.023676112362933127,1220.9748402654895,25.381262741250527
76,0.0031323272024842744,0.0011071196599939808,0.001569742876332904,0.0014526503874945007,1220.9747950979554,580.6082740918923
77,0.0032643472475909364,0.003740666816012928,67.9659222912133,0.02115778893567929,1220.974840176077,201.91108812055083
78,0.0031326433926203955,0.0011072911626608857,0.0015703425204085996,0.0014337477013984892,1220.974795596994,588.5578667880322
79,0.0031329305272420876,0.0011079528014035448,0.0015707364252103677,0.001410528398687,1220.974795938045,608.8995089017152
80,0.00331005558001738,182.8065548763062,228.9070565067839,0.07638630914219757,1220.9748557005685,4.77213717898369
81,0.0033081378082162613,41.266272540356326,47.2789735046239,0.06273519325123895,1220.9748554534406,395.79670231427195
82,0.003307701333598705,31.81928522116756,33.88825802126167,0.05640314428456139,1220.9748555889703,494.0382608419847
83,0.003308208744443896,38.008567282238644,39.79654971478231,0.053917493791515385,1220.9748556992229,476.831817703669
84,0.003185465327600608,0.0014756239351870354,0.0014846176636316084,0.0014670725764503675,1220.974814330962,612.5409858373491
85,0.003310376723456352,148.6310320321237,147.54125303490196,0.053011252891332836,1220.9748561432548,348.0057809722778
86,0.0033082311064294937,30.883186378381314,32.77303457654124,0.05235631270200285,1220.9748559124987,573.6191689482489
87,0.0033104683357061413,141.04681462629094,183.7263941006766,0.056453336730247404,1220.97485621385,282.83794641596677
88,0.0033071876815454135,18.956197075984306,27.683037288963796,0.061064057091662884,1220.9748557989615,517.968913177131
