,1417.824788,250.2431016,121.0843334,211.7059263
91,2568.336073,0.005127326,0.006021498,0.005815464
92,1622.582577,0.006210284,0.00884425,0.008188507
93,1483.07856,0.006426655,0.009900824,0.008939305
94,1521.348922,0.006206032,0.009784619,0.008663075
95,1435.291792,0.00627502,0.010286143,0.008668635
96,2451.278918,0.004899269,0.005974186,0.005463496
97,1276.466964,0.006282944,0.010781615,0.008113405
98,1377.499034,0.005987812,0.010043835,0.007437514
99,2201.517205,0.004858434,0.006146733,0.005365915
100,1298.934242,0.005931213,0.011169817,0.007284015
101,3025.671982,0.00407726,0.004496963,0.004241299
102,252.8733094,129.2708319,306.1476867,506.6034329
103,1245.986134,17.58264155,31.53302617,26.03768693
104,3194.431047,0.00424254,0.004561247,0.004407714
105,700.7180182,102.3619758,206.2529107,383.0522433
106,1376.207655,29.20556118,39.94743909,42.11952318
107,3157.796465,0.004518445,0.005000124,0.00485508
108,1026.867528,127.281506,135.2517925,272.2175376
109,257.0660405,515.8517161,280.9579433,527.7973129
110,2480.103814,0.004939707,0.005598228,0.005483215
111,3176.946767,0.004565045,0.004907671,0.004802308
112,1854.483524,0.005425252,0.006177074,0.006061725
113,317.7144902,586.4595085,254.3909496,504.6550618
114,2656.317824,0.005107333,0.00520069,0.00530459
115,1556.929046,69.24063113,45.66031764,59.09382505
116,1213.398272,251.0565067,86.87197932,166.928481
117,731.0059154,489.9199117,149.8794409,350.24886
118,3325.727335,0.004645539,0.004646388,0.004666254
119,176.0513238,660.3619526,300.0540294,557.6641982
120,2129.945547,0.005303029,0.005273071,0.005357618
121,1909.681067,0.005461496,0.005494025,0.005538799
122,124.428305,669.8134759,325.785319,572.0778769
123,3291.468248,0.004578466,0.004677612,0.004609908
124,2220.782373,0.005075993,0.005331743,0.005165195
125,2578.527877,0.004930126,0.005135146,0.004990712
126,1220.028135,203.379678,97.41507181,128.744159
127,979.3323387,379.140422,131.1889648,208.6660026
128,2555.48091,0.005012344,0.005017785,0.004951174
129,2565.692391,0.005058906,0.005011921,0.004934864
130,1395.715955,349.4705413,47.66878194,88.53439921
131,1957.458151,0.007219026,0.005258884,0.005458928
132,516.7599611,693.1142115,142.4709247,553.1330871
133,985.4645245,638.652886,44.64701126,233.4972296
134,1961.86249,0.009092567,0.004963119,0.005331762
135,1285.730824,476.9914679,28.09466593,70.88080955
136,1453.869305,356.9101498,25.44370967,59.03504642
137,1220.386756,599.1842489,33.78148632,148.5806185
138,325.4915066,736.7234785,384.0001084,642.7250569
139,911.6081583,652.1042261,70.33965943,427.5974997
140,3031.318966,0.004944733,0.004727219,0.004636564
141,3024.536908,0.00483706,0.004759457,0.00462084
142,866.2073469,550.1629201,226.2263092,284.1826515
143,3162.683656,0.004611316,0.004741176,0.004531294
144,3223.005419,0.004517895,0.004690919,0.004468637
145,3002.040489,0.00457793,0.004747636,0.004517769
146,742.4196035,571.3195626,123.5387437,257.5559633
147,883.9325916,559.8462024,95.2686853,205.4031755
148,1471.897508,166.4626822,45.38896144,61.85323114
149,707.7302806,606.7355317,132.748796,307.9675164
150,2402.3644,0.004891021,0.004639924,0.004676151
151,2043.764838,0.005062944,0.004767282,0.004804075
152,636.3685316,628.1390855,167.7850293,391.5563925
153,2553.359849,0.00484702,0.004598689,0.004646562
154,1955.855148,1.472346013,1.205711871,1.249863959
155,173.949237,742.7571538,404.2595969,653.4109818
156,2936.370784,0.004702229,0.004479538,0.004548107
157,1632.686967,195.8510042,49.53216365,72.41295472
158,1435.152146,312.750226,62.94903449,99.54490581
159,1835.391868,20.65632435,15.12805352,16.02203349
160,2563.823043,0.00467299,0.004568353,0.004586303
161,695.1158974,619.7953072,232.6104655,457.4437984
162,2469.937452,0.004812343,0.0046874,0.004700091
163,2813.870272,0.004603619,0.004577895,0.004559513
164,2088.266573,0.005623835,0.005394464,0.005382626
165,1001.88176,508.6804875,190.7865307,307.8729222
166,1997.616198,0.004952499,0.004984587,0.004922043
167,2803.231325,0.004462311,0.004544106,0.004473441
168,1955.186936,0.004628789,0.004727053,0.00464248
169,2811.646208,0.0044166,0.004512114,0.004433756
170,87.64428693,676.925868,327.5279928,574.1837198
171,1026.246361,317.2780828,125.905125,169.5452814
172,1934.082615,0.004573209,0.004675572,0.004586976
173,3312.04022,0.004213636,0.00431264,0.004230957
174,2994.556622,0.004318111,0.004442213,0.004329541
175,372.9029105,681.3084287,190.4616737,474.0359103
176,573.4781837,674.4941284,142.0056142,413.8828864
177,955.624589,633.9568261,76.73506082,167.164002
178,551.7253871,673.9166446,179.3889028,421.841054
179,3018.644536,0.004438679,0.00425667,0.004264948
180,2826.045452,0.004468197,0.004302875,0.004302246
181,1165.632353,490.0357818,33.30690149,70.08565239
182,143.707753,714.0418588,239.8234841,598.8876499
183,1567.460248,71.7042947,17.20900321,27.96371671
184,1439.980705,216.4517247,22.68600608,46.41341277
185,682.0285433,667.3884615,51.03096127,394.6765531
186,1983.096335,0.00473589,0.00447484,0.004589134
187,1199.815055,502.9776165,30.43753007,85.06887979
188,1805.209336,0.004883647,0.004655782,0.004754164
189,1010.13379,555.0450246,36.25409482,122.2449608
190,717.3997714,618.1839901,47.93990213,261.0299239
191,1019.301685,382.180087,36.58473574,87.40950854
192,2060.192196,0.022187124,0.018792423,0.020115938
193,3242.392943,0.008100474,0.008362577,0.007929548
194,994.0946304,78.63383885,219.1933409,111.6649591
195,3330.611109,0.006230149,0.00663847,0.006247771
196,1092.252226,66.81600052,112.9519682,92.43225268
197,620.9542331,166.3631112,247.0967923,325.5952987
198,2429.887876,0.013481454,0.016858482,0.014397476
199,2418.29549,0.013863536,0.018557391,0.015179775
200,1772.47635,0.019693221,0.029205899,0.022443636
201,2900.482434,0.010485268,0.01363874,0.011300415
202,2039.629938,0.016559199,0.019936447,0.017982438
203,443.2990548,462.709377,231.0609281,445.6336902
204,1715.876343,0.021063426,0.019461342,0.02122313
205,1077.763554,182.874694,125.6655874,193.6531187
206,3153.161337,0.008740883,0.009270797,0.008815858
207,1363.788031,81.13171392,61.24502029,75.14528068
208,2320.804816,0.01404722,0.01285745,0.013099976
209,360.4567184,627.5640063,166.8143539,487.3133884
210,719.689694,575.0252682,97.87019326,373.9713523
211,287.3803645,666.3776069,247.6325032,550.6167308
212,2200.105603,0.016011545,0.010912387,0.013742096
213,1567.858592,93.45628893,44.37990011,65.89997216
214,1463.980435,117.0970605,54.39774322,80.37920439
215,2755.788777,0.01112056,0.009888835,0.010464914
216,161.5295926,651.1160868,295.8270272,544.370922
217,1844.813818,0.014730173,0.01403514,0.014067879
218,2568.692514,0.010695805,0.011161335,0.010464037
219,2296.134688,0.011288481,0.012369619,0.011162202
220,2991.971555,0.00862627,0.009462526,0.008614145
221,1638.934515,0.015580594,0.014257379,0.015112356
222,903.1573335,427.4346297,85.76532482,269.06751
223,1046.845738,443.5016735,74.12733571,276.4081238
224,335.7553112,681.8553537,296.4377989,585.1143297
225,1074.174386,429.3427585,82.33322165,281.0056791
226,2789.877455,0.00993085,0.008813655,0.009834895
227,1835.777256,0.014143861,0.012203529,0.014029207
228,1009.904724,346.0824785,108.6183061,255.3647603
229,1005.916312,322.3029273,116.6748417,250.4662318
230,2529.517986,0.009869142,0.009316139,0.009724755
231,2263.137591,0.010253503,0.009853145,0.010195534
232,1133.029407,209.2176668,114.9050898,189.407021
233,3177.539246,0.007862769,0.007941551,0.008017493
234,524.3723471,579.1159181,241.5295813,503.2891491
235,2123.415286,0.010481943,0.010260315,0.011016819
236,9.469108819,734.5561275,398.1169927,646.9456187
237,2803.348622,0.00912785,0.008808044,0.00909406
238,497.6238463,490.6898717,249.9119393,438.1298596
239,3030.370425,17.45584336,14.55516693,15.3681716
240,2515.682007,24.22905329,20.39635604,20.4856084
241,3042.586316,15.56440012,15.1823348,14.5699761
242,72.13284483,649.256809,321.6741804,560.5891899
243,3280.710187,11.91944134,11.88880656,11.63124981
244,785.9455669,371.9829295,177.8020387,317.7301191
245,2166.617866,25.98586422,22.52045421,24.78244117
246,2423.652689,22.09380444,19.8618731,21.70362108
247,450.2987577,571.3535949,243.2242885,491.6846761
248,2710.913385,20.03037071,17.06132486,20.37987801
249,1109.564997,298.4844095,114.7966877,274.4712928
250,351.2795178,602.2589085,258.6573673,524.4749629
251,1797.931274,30.73341072,25.09688379,33.29489975
252,653.1930052,439.474417,199.9658053,408.4412412
253,1997.613382,29.42077152,21.49238933,27.70331207
254,2005.251916,28.81967085,21.35767588,26.70158375
255,1916.567483,29.34273426,22.45030412,27.44825036
256,1851.38339,29.91940893,23.66886556,28.61194484
257,2217.079997,23.79179813,20.67642494,23.60305581
258,434.8831908,541.3369898,250.4061476,470.9933108
259,2082.918955,26.06261206,21.64116373,25.46557645
260,1136.32202,210.7931818,122.1545104,196.0102636
261,2711.755471,18.07210286,15.98367017,17.10230784
262,1477.19075,51.69041809,39.83513275,48.28162713
263,2038.377328,22.79366859,19.8277184,22.04925682
264,1077.078582,133.0992658,84.77214424,127.4541135
265,1029.50723,140.5448541,87.46712958,137.4643755
266,433.3262809,390.5697473,172.4102103,350.2548329
267,1278.76056,38.62456002,32.24152844,38.4510316
268,1128.246368,72.98196288,57.73196584,70.82592199
269,2769.383995,13.64030088,13.13891375,13.2159857
270,230.8657253,470.3952813,223.7961417,398.7421864
271,3019.781315,11.77410944,11.8866732,11.57963382
272,2208.534371,20.29187476,19.27835718,19.56391895
273,212.5587927,554.3321528,255.9887006,478.0056579
274,2811.902663,14.47790938,14.31980825,14.61369401
275,1011.043898,192.3676944,111.9605649,190.8394906
276,182.2489665,544.9683664,245.7964415,480.2080013
277,281.5738929,475.4993439,235.3786944,436.661063
278,2542.229923,88.81698698,48.53832409,74.93865806
279,2312.595027,107.6076853,64.12758891,93.51993805
280,364.2784582,533.8601556,223.3874476,448.414071
281,1921.305897,163.1406118,94.7662781,141.6823293
282,1387.987621,268.7863527,140.5516849,229.5192875
283,3007.172253,41.593741,41.60959545,40.71442431
284,2451.504496,83.06642555,75.68116646,80.60964821
285,1303.296193,266.1632785,132.4665996,237.3515264
286,85.86439686,601.8698509,275.9577091,520.7317944
287,576.000239,424.0625667,186.198106,376.8234859
288,527.007149,406.736979,205.3640984,373.114953
289,2430.612407,80.7066693,52.41019336,72.49638628
290,801.7247349,355.3183593,145.6714422,291.416149
291,1193.836567,250.3201372,122.5227047,214.7143662
292,1068.092177,274.2661838,133.346846,235.5231116
293,2120.578073,100.4525482,72.37562598,93.07028928
294,311.8187306,471.629032,204.6453297,398.8950112
295,1620.461023,172.0603093,98.40843066,149.2645129
296,1730.034672,160.4002131,97.47562688,142.6641938
297,1145.619469,281.0280212,136.2047371,243.5944544
298,1554.571083,203.6249624,116.0075756,189.2352276
299,107.2375815,582.1526988,272.4401924,504.9160596
300,1737.673484,203.7014448,103.7272719,174.7539051
301,2130.188834,139.8286746,85.70856347,124.1835778
302,1897.431054,167.8466517,100.8912629,152.0991728
303,2294.83897,102.0595236,76.96412421,99.75219995
304,30.51554241,607.2700408,282.3375925,526.4934526
305,566.4162665,461.7446351,206.4889127,412.5788286
306,2185.48047,130.4651003,88.24804699,141.7538539
307,2085.310586,133.5514366,97.87857403,154.60749
308,1987.196117,128.5938007,104.7425731,167.9135005
309,2201.198287,99.19443059,92.81082674,135.8436141
310,130.1126925,555.3281867,278.2439048,521.7456449
311,1733.475344,133.705667,120.6623704,227.1759713
312,2137.622377,103.169654,93.16808397,131.2126472
313,1079.974901,197.4054499,181.7553274,360.3585365
314,1902.282492,67.15830507,113.2177339,173.4414317
315,1943.4434,109.4271136,106.7457751,151.0065572
316,2024.909301,115.4070907,98.42061122,132.0175154
317,1279.315225,140.8921947,180.4283288,340.4621119
318,1823.071403,88.53656082,126.3735858,194.7947918
319,2025.30995,82.88555964,115.2581305,161.517001
320,2238.656665,77.60080099,102.5346928,133.5600757
321,2366.569715,72.56895506,100.3906969,130.6948501
322,1347.512104,139.8406317,235.681238,444.2457196
323,2723.920391,63.88672664,81.20935339,101.0020846
324,2406.957106,70.56634398,113.3423071,159.0024303
325,2421.109845,67.59199992,111.8399808,161.4109743
326,1626.406596,104.2135914,215.2287063,405.5196151
327,2663.178212,58.06984135,88.07364027,109.0411087
328,2669.298532,56.65593934,90.89771207,107.693685
329,2341.548754,64.49469218,135.1214423,185.8132842
330,3091.544173,41.2097521,66.1488101,68.96743921
331,2736.410783,46.65977946,85.50655472,106.9091028
332,938.1427289,276.550203,226.1532399,474.933609
333,1846.122997,104.6233657,117.9352447,252.4525226
334,2608.124167,50.62422094,64.20197902,91.88203791
335,230.0047431,536.6289507,289.3957835,546.2229788
336,2710.313212,42.41466902,53.98844289,70.31798505
337,1273.491315,144.3127779,153.4655644,320.5272545
338,607.9060126,303.4119297,250.1329371,474.3061005
339,3097.686402,22.89048479,35.1266701,32.59499409
340,2351.398547,44.4493826,93.74428911,86.84867899
341,2878.752677,28.73420468,53.76992376,45.92716678
342,1854.387616,71.80803142,136.8631586,157.394527
343,3128.182635,26.08117687,40.42218444,37.10872752
344,1355.881063,293.943182,112.5055207,201.9741482
345,994.2946115,525.8664377,114.6563688,289.2706541
346,922.3080146,563.0394188,105.0717075,318.643233
347,1340.848086,428.1786498,61.05766604,165.0023376
348,132.1685511,700.1813969,321.1224432,599.0784824
349,1556.50581,333.6277633,47.76582808,132.5031595
350,111.9807019,697.8332421,323.1216974,598.4614822
351,1193.582096,412.1517991,83.36571588,211.1812658
352,2873.865488,47.10649413,43.35057055,58.00986807
353,1540.677616,146.5997441,129.783079,255.0051698
354,3075.797955,38.82850215,48.15511033,56.5645284
355,2496.174231,55.56414415,75.45629306,98.55335277
356,1528.127169,110.9165623,168.0565191,289.0548542
357,3086.135168,27.78988643,47.33011899,46.92823113
358,1538.363522,80.80386983,179.2107269,263.1472372
359,2940.577675,23.74075174,49.29084231,42.61129342
360,2405.452321,31.11199897,84.90152821,72.8773388
361,3121.540339,17.41558949,33.99984585,27.82565558
362,2564.196477,26.19720832,61.2663817,55.27851988
363,351.8834642,320.1722143,301.3892157,542.8962785
364,1296.742197,66.38046998,140.560354,239.5374941
365,1625.743148,49.01132425,124.9107044,153.3229686
366,3209.80708,13.91509692,23.53907953,20.32437126
367,3213.106454,16.10377048,30.37350499,24.81418095
368,1351.514253,117.0090323,130.8488676,237.5822688
369,2237.627336,49.06782563,46.17331459,63.73202867
370,82.07416813,685.2869574,320.8846128,596.1285897
371,200.589693,651.6794739,263.2599152,561.9078509
372,1477.630071,136.5967653,64.69300532,142.9418286
373,2838.879828,33.44369207,30.60137495,36.52766813
374,2665.018248,35.08137976,34.61158016,39.56933006
375,576.4893887,452.7647818,218.4560091,433.9311249
376,2667.107585,33.2768109,35.75675569,38.42178551
377,1940.634973,50.71423793,54.61361439,61.47083811
378,3051.512502,28.22444551,31.41228798,32.0361116
379,2195.274031,45.14103211,39.71513431,50.29849135
380,99.45173351,706.9012918,354.3057369,617.6433598
381,734.764267,526.3147696,99.73348814,438.2143195
382,362.6935317,611.0404285,203.683609,528.8953584
383,2287.865805,36.03092415,29.2937579,41.13369598
384,477.7561136,442.3510575,201.695075,459.5371607
385,2788.847545,23.90079129,28.51773249,29.91548674
386,581.0968619,274.0205259,260.361693,453.9121537
387,3325.407806,11.63689667,16.34960969,13.38418166
388,3071.61809,15.38206478,27.08530511,19.66177014
389,2269.339995,24.83274614,53.45547443,39.26452204
390,1867.256083,32.63669152,74.06509058,56.88891907
391,2700.614852,21.77906316,39.36516439,33.26116947
392,2868.822442,21.50736618,35.75753819,31.85351193
393,2927.722803,22.27323462,31.23443429,30.70108849
394,862.9630863,625.3297392,122.4449826,258.1583903
395,267.8600682,690.0270329,276.697037,542.436274
396,2865.779343,33.28789312,16.77965784,18.92342905
397,1126.954317,584.3428087,46.84963352,93.63280643
398,151.2678293,714.0870436,319.0167311,600.9702
399,650.3253053,673.5978145,82.23036321,402.7359027
400,708.6900878,670.8155035,90.8701217,400.3799767
401,840.1957294,657.0823492,86.54500566,327.5907707
402,1771.441017,194.5732311,34.42678508,49.05682119
403,1481.036642,369.7664681,47.87737158,70.74865207
404,2537.258548,34.57327801,21.01947864,23.60861563
405,1620.288385,153.0429133,47.21117608,59.83818236
406,496.0578751,621.1362351,196.3336042,417.1268685
407,683.7653207,522.5577544,159.405213,282.0205709
408,2293.676171,26.92368897,28.03887799,25.19151588
409,2336.418368,24.84192889,31.58186016,24.89865156
410,2910.520404,17.30926689,24.75300536,17.74303947
411,3295.79244,10.92231454,13.92476777,10.90976971
412,2433.452437,21.4443734,31.45720576,23.11016618
413,2115.894103,24.41982002,31.07204557,25.468426
414,2110.36512,25.57266412,26.42856131,24.67791154
415,1231.973887,340.4719652,50.73162426,57.43431535
416,600.8359517,682.7737289,136.8006438,277.4074477
417,1851.61602,74.1602261,21.50700146,24.07616225
418,1369.420746,379.0711928,25.36774341,32.54633376
419,80.37278539,720.9875206,286.0526908,589.9888968
420,75.73511987,720.0861223,279.8079343,585.7123414
421,1810.91907,107.8059347,18.04706588,23.56121863
422,1761.687482,98.71871931,18.61168586,23.46785644
423,256.4356591,705.7245266,164.9938338,486.3373755
424,380.2333814,700.5928042,144.4056081,437.6859021
425,630.9637492,688.6172756,117.6548957,300.2093046
426,1271.157011,517.6381837,46.6759282,51.91590386
427,2689.278205,25.14224962,18.21320897,15.92532953
428,3271.571654,18.97330509,15.29901051,12.90257368
429,1135.238764,475.9744897,123.5337839,78.56110949
430,2564.546854,22.83061122,19.09647302,15.85182751
431,2962.957437,19.21486808,16.17498652,13.58541854
432,130.3258598,689.4977806,292.9426823,539.332531
433,1751.136954,35.72709771,21.12040576,22.88687129
434,892.1193264,558.3848204,75.20874043,111.7683956
435,2133.831689,26.1438406,17.14176575,18.27593362
436,619.8145209,628.2536147,112.6907759,240.0560024
437,770.5500649,601.7439456,87.06941976,166.2333784
438,541.9274184,645.6762718,155.6276683,348.8163797
439,2417.412182,23.78788637,16.23754423,17.14375807
440,2343.907937,24.84024046,16.99127753,18.011982
441,1522.462133,270.1434254,45.28217094,62.34498309
442,438.0683708,667.8577521,202.5736243,480.7311926
443,914.9160483,582.9022236,81.94414122,178.5786626
444,749.8876454,605.4296258,113.5548892,258.4051036
445,3315.21695,15.63176585,11.62266336,12.09718068
446,386.6998993,652.2228732,215.3593675,470.8310723
447,1028.20722,484.5760851,82.15911604,136.7157872
448,2638.210476,19.44553073,14.68687659,15.63765768
449,517.427181,623.6347011,175.8084955,450.2654605
450,1919.876598,30.14306272,20.71456311,23.67995631
451,1393.219669,294.8236451,71.67908312,106.2385796
452,3110.709569,32.87233532,32.33594852,34.97804606
453,2990.969313,34.49885068,35.5687005,37.28436152
454,3174.410081,26.79998241,30.26437123,30.05024637
455,870.8777476,178.5758893,264.0608161,481.5882661
456,2512.953396,36.72937609,38.7422118,43.38529581
457,1779.127773,58.52248794,60.30260252,70.69211495
458,1538.356412,71.00857089,89.58767361,106.2383077
459,3245.326903,16.47300469,21.14877508,19.46049213
460,2118.091316,39.91638483,44.62729464,45.50688163
461,921.7179264,162.4517977,196.9260254,363.9563012
462,2232.159078,34.66600225,37.05424014,38.73114486
463,2397.798158,30.82421794,33.83109045,34.57566855
464,1979.918469,42.3486089,39.7461931,45.6487984
465,1256.936645,171.8506452,125.863748,244.6440208
466,1359.895731,173.6657574,118.9112677,227.3107936
467,2117.140112,40.33443424,34.85870155,42.33836492
468,2558.295001,30.02362299,28.1913172,31.82905294
469,1888.120057,48.82768552,36.86389144,50.57866741
470,452.9318498,594.5344369,223.943165,500.5887882
471,2313.685453,32.11944799,24.18442017,33.31363274
472,590.6765819,531.2797446,150.1584926,431.5142786
473,1403.402832,160.7455731,68.30744118,153.5085331
474,312.9744172,645.1847417,284.2142618,558.7406318
475,3307.896284,16.46648712,17.08076393,17.83191823
476,2508.327197,25.66656867,27.24813644,29.48971357
477,1178.47243,146.5298157,146.3039403,253.9662318
478,3054.063128,16.58117835,19.26518466,19.2844303
479,21.32218851,636.1396968,336.5914538,583.4401389
480,2988.328392,15.36883109,18.83697974,18.40798883
481,353.4861159,347.2014876,282.0617206,493.7922376
482,2967.177562,13.54036347,18.45142497,16.44451912
483,2121.200784,20.3627348,34.2016042,28.53712114
484,2094.208239,20.09125898,35.25185062,28.44132865
485,2920.816408,13.2262038,19.55239153,16.44439457
486,2380.1586,18.11017381,26.19887393,23.96124269
487,50.98104449,610.8339519,287.8369006,550.5408412
488,370.0875616,481.7840246,218.2742456,472.6213221
489,3004.584039,15.79666177,16.75188002,17.74667814
490,2260.260103,20.95478804,22.53262447,24.42584304
491,1246.328329,120.5711617,108.711055,167.5448933
492,2373.866451,19.76004417,20.97016924,22.27642426
493,1645.366729,28.72271511,28.35731775,32.3686407
494,714.8288365,328.4087574,162.1169929,336.4629344
495,1925.803242,21.95616979,20.98272943,23.4844609
496,812.0263425,280.5084598,149.1550647,293.3314278
497,1916.408957,22.29252076,21.9361081,23.97786634
498,1085.79938,248.8781446,163.0694831,282.3311353
499,2683.749011,17.47043226,19.01979611,18.96400185
500,2905.697083,16.01215881,17.93380361,17.30147229
501,2214.307178,19.42212981,20.83771509,20.75562406
502,1984.855237,20.84813655,20.16265293,21.24156651
503,144.4229432,647.0622946,269.0094649,540.437322
504,593.0973119,514.1365049,136.4868983,357.6641755
505,405.7779101,544.0657799,186.6994048,411.9224682
506,2369.168925,17.60259274,17.07560856,17.06899191
507,2875.140395,14.72225108,15.40812423,14.45284689
508,3028.384974,13.58282601,14.35573677,13.30309614
509,538.9991648,518.4723142,191.6875998,333.2961204
510,2067.351649,19.13117132,17.06025865,17.48877755
511,2298.413306,18.52756778,15.86079075,16.40096405
512,938.746361,615.2518289,82.21160185,204.9598252
513,981.7065319,625.2533164,64.51172272,179.9303261
514,1112.809325,581.8623177,45.29965115,101.9610428
515,941.0114403,635.6083107,54.85203419,175.4584486
516,1795.106915,39.18775247,16.58892552,22.35976834
517,135.278491,711.3874735,299.0343875,593.9088725
518,330.6161756,690.1707445,160.2094395,523.416341
519,1150.137854,426.6430292,38.942365,66.80036352
520,2455.184065,18.1275873,12.48125509,13.87914463
521,2163.187734,19.3490567,13.76113994,15.16091418
522,435.1810604,671.6598314,222.1006448,490.7323731
523,1636.33857,127.7315322,38.49364398,48.73217279
524,636.1479479,631.6902345,176.2053499,377.3233697
525,2639.656775,15.42330213,13.91952264,13.46209448
526,2723.57052,14.62637256,13.94278054,12.99848983
527,340.9778141,590.2065537,278.8524238,414.8700145
528,1454.411415,55.34163967,61.88213774,43.8640145
529,3307.973822,9.33400484,11.15587341,8.87903988
530,3321.062442,8.779821931,10.5513916,8.417142504
531,1862.175119,15.62978223,17.64339825,14.67739129
532,615.7669077,492.9759873,151.9172177,231.4944397
533,1155.462044,193.1711211,69.16067636,85.54935536
534,2014.035222,15.5945639,13.48554089,14.10109899
535,853.4582183,529.8554355,99.68814236,195.4045682
536,477.783748,640.7096777,204.4229075,444.6883189
537,2589.492837,14.61211419,12.00319517,12.85735627
