Hour,E_BATT-LDES_1000HR,E_BATT-LDES_100HR,E_BATT-LION_2HR,E_BATT-LION_4HR
155,0.00014637726699092343,0.0004895721525003077,0.0012464858937642706,0.0011516773254850003
156,0.00017598294522839272,0.0011030181298502433,2.3196152479547396,0.016731023086561436
157,0.00017460716442701312,0.001094842591592236,1.8504678691373782,0.015473483404672483
158,0.0001745133494823409,0.0010944047466209402,1.83845476899043,0.014756698032198328
159,0.00017546104177620418,0.0011003099732913222,1.873653712431485,0.01426056529682149
160,0.00017576004981864184,0.0011022380925246617,1.9866187923524548,0.013902189791816937
161,0.00014637360061114043,0.0004901510232859644,0.0012487349732633153,0.0011192832038164457
162,0.00017490130066054264,0.00109794318050587,1.822429333277546,0.012144612622508141
163,0.00017527389174470348,0.0011005001563096101,1.8303200088862202,0.0112521468530646
164,0.000174217877961608,0.0010940669923734726,1.77029068237444,0.010479408598172538
165,0.00014641654687315664,0.0004908015538488944,0.001249705086241356,0.0010739113660655248
166,0.0001755326272884605,0.0011006277855976467,0.002916960089426,0.002693128123228361
167,0.0002108495106369296,0.004372340924723511,122.65998264153043,0.10149819379398184
168,0.0002074890148382604,0.0036710786832874027,0.23485726717683245,0.04436891237978164
169,0.00021209140692905756,0.004390773986365838,237.62519272686305,0.08567327375987585
170,0.00017533215519996954,0.0010998585236604759,0.0014675087454443546,0.0014738759027186083
171,0.00017599871785083156,0.001102971443493152,0.0014720156132532545,0.001473290001072463
172,0.00021198322568198838,0.004386874057125906,57.08367334097182,0.0718116295772174
173,0.00021290565398974107,0.004445224020828389,400.7804035169458,0.07131865843234439
174,0.00021238292788194055,0.004422327760004235,338.2180191365963,0.07103730484546804
175,0.00017504431760535056,0.0010998819240522584,0.0014678498043391597,0.0014610342751531084
176,0.00017484537972067789,0.0010993286663599296,0.0014674590607512293,0.0014626011379061127
177,0.00017483083708506517,0.0010997538577339975,0.0014682114495161002,0.0014639576432994032
178,0.00017467196264451168,0.0010990973100110583,0.0014670971993046619,0.0014620651175617444
179,0.00021099236838787933,0.0043853507812779205,188.1223260567318,0.07267795550789374
180,0.00021084690120464253,0.004383853173798006,156.19971039687516,0.07350472901916631
181,0.00017485730242791506,0.0011010782872966243,0.0014699994526993746,0.0014686826839703392
182,0.00017452637280620763,0.0010993569468153728,0.0014674785926769242,0.0014694028467551752
183,0.0001755208471613543,0.0011072848445411211,0.001492685449428996,0.0014921498934148403
184,0.00017487779254766894,0.0011025004989637522,0.0014731756786124026,0.0014768571798936128
185,0.00017431801333210223,0.0010996332951036763,0.0014677666466300602,0.0014707824286019264
186,0.0001746112426025093,0.0011021012324984594,0.0014718497349031935,0.0014722529700387215
187,0.00017429442156569017,0.0011007102860558242,0.0014690065078141452,0.0014655245537200559
188,0.00017468947730566727,0.001104367428113259,0.0014772426042681172,0.0014667774827069658
189,0.00017419509841604523,0.0011014899218476607,0.0014696104025983447,0.001450990505723014
190,0.00017405470301666074,0.0011020305179520833,0.0014698374449784951,0.001437073271893895
191,0.0001817335365378748,0.0011139174625170733,0.001528098638269912,0.0014652794762642757
192,0.00025837341031374153,192.56820770724974,77.3589318521364,0.07420601928885436
193,0.0002574038785255318,430.8129379453248,172.15577212675788,0.05480995893949672
194,0.00025476704549109427,45.58104331608211,22.57686148126296,0.044498051974514875
195,0.0002549935451287079,449.3846426397459,219.57494079545276,0.04143138073455069
196,0.000252713586385988,101.50805306878371,30.55969278010651,0.03760482446751207
197,0.000251327857320997,9.670770756025618,7.917443400869503,0.0352654149624802
198,0.0002516835359542462,359.85000544218303,63.120721616199276,0.03639719528445833
199,0.00025048686840979916,248.83178236419545,49.26487741163206,0.036476325884744414
200,0.0002490827767934033,60.11425374594386,30.261291961769494,0.03733107546755191
201,0.00024911644730977106,279.38145674493506,76.59989223706405,0.040288740919637286
202,0.00024773372510415227,90.64786481423344,57.01859491164086,0.04431229944177103
203,0.00020948734118681647,0.0016906549149643194,0.001674441013704955,0.001620674492815443
204,0.0002459878557140985,31.25193305952936,39.52901182561137,0.05778584838990432
205,0.0002088223047976411,0.0017477084496196854,0.0017289822987222236,0.0016900870973208348
206,0.0002459825208102038,160.52372671499435,273.0143536554723,0.07766669277798939
207,0.0002072102701481824,0.0017749596778403817,0.0017791395003520494,0.0017696636158601195
208,0.00024390145647046934,48.21953108206862,175.2020477686111,0.10196066978195549
209,0.0001923705692713134,0.0011695615484395951,0.0015816605342827978,0.0014025447584556394
210,0.00019146028663071034,0.0011619044703286897,0.0015723927985114483,0.0014150693186050995
211,0.0001905890581637629,0.0011546064603577197,0.0015519044640600497,0.0014127534987707006
212,0.00022626052208180446,0.004519514047954279,41.6821943088426,0.021684643554744823
213,0.00019097754464058477,0.0011861279870193874,0.0016106724229726854,0.0014527194638871118
214,0.00019083147739495094,0.0011950404040522676,0.001616261046860623,0.001457075354453997
215,0.00022616617334225182,0.004737049517832912,246.10243455366066,0.018975426719352352
216,0.00018924885163057882,0.0011683496427671392,0.001546364771616136,0.0013841694201565447
217,0.00023829838660887131,3.1763997682515206,43.95979714380428,0.11818357626071878
218,0.00023888021885398207,4.380075304542499,250.33643340345682,0.11685199338452622
219,0.00023833226759348552,4.2440886243782066,197.27925163871404,0.11626973978220079
220,0.00023846806564727224,5.470592104136548,372.61819575397857,0.1175145443228811
221,0.0002360933691093805,2.413091817942569,14.430360142754603,0.11773242788618277
222,0.00018690730237260394,0.0011633971080327412,0.0015832568455610768,0.0014622067851754001
223,0.00018588902154866764,0.0011483747296147655,0.0015597342666264506,0.0014672259725767786
224,0.0001845339767634682,0.0011326604295297956,0.0015192721376104297,0.0014556574490004418
225,0.00018517116916386874,0.0011466209724175051,0.0015529187542018923,0.001480113958265196
226,0.00022074429692298046,0.004510147321778967,113.37150882968164,0.044631222474269504
227,0.00018588549963904956,0.001181042187580052,0.0016318489807013237,0.0015357047101311912
228,0.00018508105979742995,0.0011614821685323323,0.001565874239783374,0.0015029317055961949
229,0.0001850190868458343,0.0011655364704698905,0.0015665566349210857,0.0015039964248782939
230,0.00022053576767501197,0.004635886956966807,197.11809758330992,0.043923656902620574
231,0.0002202246953712256,0.0046273458200617925,162.11141600464217,0.04248892363334692
232,0.00018481997691134166,0.0011814440292726466,0.0015804398409437885,0.001510080704004668
233,0.00021984901310666445,0.004719925786042265,286.37998768561914,0.04078323537621701
234,0.0001831337062648075,0.0011476505864226926,0.001526068098554202,0.001461282362262576
235,0.00018426666883970334,0.001195515700394458,0.0016361598558436888,0.0015153095551283854
236,0.00018251326114388747,0.0011424677412962805,0.0015188638139741774,0.0014373255636621664
237,0.00021953002305619075,0.004716451171388316,192.16638594594139,0.025231226040643515
238,0.00018404804079819002,0.0011669860486073504,0.0015501957704820285,0.0014108641316845987
239,0.0023318574810646,154.71408372692775,239.24572126988497,0.09436848944556203
240,0.0023304627150186213,90.6162066361264,211.1205533254328,0.07978369236176022
241,0.002329470363066897,117.99439303954055,298.6110317693586,0.07199253105229168
242,0.0022797922269569993,0.040151726985883165,0.04021719174478438,0.030993637801835686
243,0.0023267776584164753,115.24706004103055,355.9776734800413,0.06296506912761507
244,0.002278010748799828,0.04063460446277269,0.041076799089503464,0.02809689115989265
245,0.002322451105098406,26.828450317423453,162.36640502308683,0.05709677012547831
246,0.0023209804499172066,24.899575801538223,200.77807082213022,0.0559593509153512
247,0.0022549026648033513,0.02914014549453998,0.03843378298034654,0.020948819266013243
248,0.002302892202271356,0.11802817950300215,134.14004558958746,0.04256971114563325
249,0.0022526317379976337,0.029230632474057026,0.03879488721170471,0.02073614055920555
250,0.0022505812939616066,0.02909788556793484,0.03858474617574208,0.020298527840849952
251,0.0022954454149558654,0.10158585997061106,6.676265245325775,0.0374830069018881
252,0.0022492161562098797,0.02919451783116592,0.03882933817775987,0.01912673448952678
253,0.0023157034390109835,36.68915458690047,59.093796208547964,0.04705899839806335
254,0.002315805693927648,56.50079367185059,92.84808943159796,0.04500315740671718
255,0.0023149660469079336,54.45343542401131,103.4998856704941,0.043416275552528666
256,0.002313716574848251,43.632346088843704,88.82692241538223,0.04233172341107512
257,0.0023125978973476,44.85694705806436,121.97523403231273,0.041879573945888655
258,0.0022652857446072627,0.040665684745687734,0.04081088713545018,0.02111784693373062
259,0.002310080241982236,35.848776012229266,62.99212457780368,0.040825863421407226
260,0.00226499370208867,0.04166501576616148,0.041986538730537176,0.020969202577852918
261,0.0023090919809894096,179.08531644503876,94.13214389398532,0.039459901556859675
262,0.002307071940693577,34.72332232737614,26.768834246460194,0.03795926562699769
263,0.00230682774336263,180.50534702890945,60.58036401868205,0.037616270466082846
264,0.0023052090235521887,63.52388821066568,34.791697539288286,0.03686853876247623
265,0.002304072675907764,69.23642293100794,35.17475140887745,0.03654655813368047
266,0.00230176098785967,13.646706032123046,11.513586820134163,0.03575164896167837
267,0.0023019900358398323,127.2145129281163,44.008585491519796,0.03644357624824884
268,0.002300790782628195,115.09266292612668,42.34614137914032,0.03654306619823651
269,0.0022999047015824655,237.50037866170743,57.96756227702403,0.03694661774487456
270,0.00229184547118045,1.6766056009030046,1.6484851839428982,0.03375256522982444
271,0.0022974758323791094,213.41968870159306,60.18161156194801,0.03792638741354005
272,0.0022960163825181314,127.01778202258838,51.582255461623,0.038608534725812486
273,0.0022501653172505467,0.04175976138364618,0.04175882664793539,0.020631286052506574
274,0.0022938007153434302,164.72412611780905,63.38750513638394,0.03992240795375415
275,0.0022908217879506498,12.413503813265969,11.227642113821707,0.0394545506411631
276,0.002246750456211436,0.04184041303971809,0.04191068031609947,0.021254872979483152
277,0.0022459210180930203,0.042041289055876736,0.04211668818499636,0.021320832017192613
278,0.0022893005353725833,167.82131940434527,46.76683295911842,0.04043016313737972
279,0.0022881399198562925,156.55326187068292,39.979788591437774,0.03992420152832167
280,0.0022433020343976037,0.04264959218838408,0.042541326590080406,0.02092795318725433
281,0.0022856887756382855,111.182457872581,29.911400998476527,0.038690984089057856
282,0.0022840961420358035,43.54541873758255,20.101900473931664,0.03776414396136446
283,0.002283688655743906,173.74621738190874,29.13719415787821,0.03759278053396143
284,0.00228248716425839,148.9468864675923,26.853657949034485,0.03732296377189776
285,0.0022809182405188824,59.580069906819865,20.45589772568227,0.037108947120155146
286,0.0022363126901229695,0.042448919409149896,0.04211636074119868,0.019959193865660554
287,0.002278546873425732,39.197127897262384,16.222424359255644,0.03639636178710427
288,0.0022776768907773626,55.23825441244197,17.48811312956664,0.0358981858278955
289,0.0022771502768784593,192.9894850835546,21.889427330691458,0.035680027518532
290,0.0022758546454327584,119.4974364188099,19.311037172315082,0.03527351140280613
291,0.002274848715650907,148.4858117104736,19.386351040205895,0.03509206846273532
292,0.002273751574865251,145.08813669946463,18.79778890736179,0.034968703735990855
293,0.0022728232251208,201.46009502265906,19.39378377245487,0.035001746233607654
294,0.0022714142129673836,89.91905267663368,16.682060940857635,0.03492465791648549
295,0.0022705893975506256,174.88892363356928,18.350941858404724,0.03517335703066408
296,0.0022694988026309287,172.23455488219528,18.126417590207094,0.035415324423027146
297,0.002268293649762923,129.4103552342134,17.251612554889466,0.03572679880557414
298,0.002267233234456177,139.2140049642788,17.39033274398139,0.03622919265704307
299,0.002222914777899839,0.043220011687118864,0.04247614059814862,0.019918948146768593
300,0.0022650869858246814,138.48211999468776,17.195803944584778,0.036611050420341275
301,0.002264198678599487,190.925650696564,17.915692856432266,0.036568286548812626
302,0.0022630515655884076,159.52971688373478,17.36748286072702,0.036599711786184624
303,0.002262117447704046,196.80517443786056,17.919996603497626,0.03687816042343381
304,0.002217389638804227,0.043093650344921554,0.04227884261231071,0.020005443308129416
305,0.0022582943889584476,12.654750589772668,7.59056245572298,0.035951069038462534
306,0.0022589444562015385,193.4870331039024,17.45917286503383,0.03643141371935494
307,0.0022579287193597256,198.11687045017044,17.37097336664694,0.03624077347016097
308,0.002256862848598445,186.14712825365905,17.110656319159514,0.03618467800485965
309,0.0022558602131147344,199.5271192822015,17.252516701879546,0.03630328216764358
310,0.002211290514909962,0.04345005290049527,0.042352536167765416,0.01974838635681832
311,0.0022537241664732596,171.35056507160502,16.68078720443978,0.03585379090514466
312,0.0022528766035153896,229.8512881381333,17.331818018063903,0.0353854497098643
313,0.002251667800133822,158.0571438191445,16.27005966669352,0.03489317425808557
314,0.002250850123188289,228.94856516042543,17.18703422490355,0.03464853891919184
315,0.0022498819782492464,243.36736926831958,17.399183335474135,0.03442127317227383
316,0.0022489093814695234,255.09418230234138,17.635127395556665,0.034257324383557164
317,0.00224769884002565,195.257194177984,16.91590947045712,0.034049150583523265
318,0.002246816801251511,232.11538374772988,17.584849841208076,0.0340210902203319
319,0.002245832030319052,239.61585811532828,17.92217358833637,0.033995072543788744
320,0.0022448415450806764,246.13760572755595,18.322968856680706,0.03401014898781217
321,0.0022437543384292184,233.8722508220142,18.50795888103967,0.03403236381249098
322,0.002241794016477895,47.48490502700009,13.815866416924479,0.03373895095948486
323,0.002241674150349913,233.66150996949293,19.532834081594896,0.034224741656677486
324,0.002240320793702556,169.09070687866736,19.06586968894825,0.03425371524258809
325,0.0022392482731061975,156.86040245804645,19.589875988064634,0.034454799920205
326,0.0022375416794500895,37.513100393187926,14.223741610975678,0.03444170814057423
327,0.0022374738951117957,212.5510757441938,23.129586324337183,0.03519102619950843
328,0.0022364102508582295,202.52080045341432,24.6918329731426,0.035630939807207
329,0.0022348979110211934,91.1142040086475,22.54060731767439,0.036032309665686095
330,0.002234204167404579,176.9336715259258,30.154820356962162,0.03692598235681778
331,0.0022329457135331627,121.00906829474144,32.83191358510162,0.0378043381612199
332,0.0021864537933056487,0.04188788946885926,0.04154689157419911,0.0203425234856574
333,0.002229939329419659,24.09806877645663,18.303129024352046,0.03888105606960694
334,0.002230199994958157,162.909603977232,58.88393769082185,0.04010380795714861
335,0.0021835457657712136,0.04186008520763312,0.041546187031761966,0.02108951168706627
336,0.0022285437453238776,215.9480376194777,75.14211183287506,0.04136659422702906
337,0.0022261221509498386,22.929117900545986,18.452890095522584,0.04118523435397687
338,0.002181401347319069,0.04256458886986995,0.04200768049854248,0.021922574935654582
339,0.002226112021753072,286.92304750915827,96.405821830912,0.04336747882401439
340,0.0022246310940729408,196.34098044756604,72.17367972615516,0.043866017957914845
341,0.002223887080214985,253.11641346178916,97.02617228333801,0.04538058919933456
342,0.0022217716937243614,80.06964934177213,54.736125203658716,0.04707654912324772
343,0.002221312425649271,187.83856529478422,155.1419920608525,0.050642225840529353
344,0.002154894279984143,0.02959602223487326,0.03948858891662143,0.0207872069503042
345,0.002152844266078713,0.02934568065934803,0.039307666621070825,0.021628309028343607
346,0.0021515157076017447,0.029301870927643414,0.039322920246883754,0.02228228939201354
347,0.0021509510425854975,0.02944383590851815,0.039717124627094896,0.022781118625814813
348,0.002148454466517629,0.02912112078274629,0.03901191774670305,0.02269088012843261
349,0.002149175660560175,0.029568916317332154,0.039991937756213625,0.022860631715544394
350,0.0021465936083286097,0.029168090272425295,0.03900595544004992,0.022178411638349865
351,0.00214705461530483,0.02948059828770246,0.039417150849659945,0.02169518205261019
352,0.0022081461626329555,4.267877366491845,241.9639323700608,0.052426306871754584
353,0.002160476077778309,0.03871797908466314,0.04109538404100671,0.024354766606749702
354,0.002206442299532699,4.55565567593105,137.2766984882309,0.04790674843218311
355,0.0022044477117191923,3.885637117270584,21.5144603758117,0.04562018591938105
356,0.0021585873842646795,0.03908033467266888,0.041100245419419944,0.02261273783438083
357,0.002207340960038353,72.37276270065342,156.54229161283038,0.04603772051572856
358,0.0021612353977296956,0.042037917809204274,0.04195341812418015,0.022724636112741777
359,0.0022064431503641593,211.28333870678796,123.7063364755328,0.04372569597751234
